,reserva_id,hotel_id,cliente_id,fecha_reserva,fecha_checkin,fecha_checkout,monto_total,estado_reserva
1306,1306,23,868,2023-12-01,2020-07-14,2022-11-13,1443,cancelada
1307,1307,85,638,2021-01-12,2022-03-12,2022-03-13,1844,pendiente
1308,1308,62,378,2023-11-09,2021-12-16,2022-07-15,2091,confirmada
1309,1309,78,332,2022-05-20,2023-12-15,2023-12-16,8440,cancelada
1310,1310,98,807,2020-09-25,2020-12-31,2024-03-11,9086,pendiente
1311,1311,32,925,2022-12-01,2023-03-19,2023-03-20,131,pendiente
1312,1312,71,189,2020-02-07,2021-07-29,2024-01-19,3063,pendiente
1313,1313,51,142,2020-11-06,2024-03-16,2024-03-17,3287,pendiente
1314,1314,38,22,2020-11-11,2020-04-26,2022-08-26,55,cancelada
1315,1315,27,50,2021-09-13,2021-11-18,2021-11-19,1164,cancelada
1316,1316,2,236,2020-11-02,2022-02-12,2022-09-20,148,pendiente
1317,1317,39,9,2023-03-16,2020-04-16,2022-04-28,3075,confirmada
1318,1318,6,925,2023-04-24,2022-09-13,2022-11-14,7548,cancelada
1319,1319,85,272,2023-08-25,2020-08-14,2023-12-10,4698,confirmada
1320,1320,85,342,2021-08-15,2020-08-15,2023-05-10,9389,pendiente
1321,1321,25,759,2022-03-20,2022-03-28,2022-03-29,8291,pendiente
1322,1322,51,172,2023-04-03,2022-03-27,2023-11-29,7548,confirmada
1323,1323,43,581,2023-04-09,2022-07-21,2022-09-10,5093,confirmada
1324,1324,7,997,2021-10-09,2024-01-05,2024-01-06,6768,cancelada
1325,1325,90,232,2020-09-03,2022-04-06,2024-03-29,7148,confirmada
1326,1326,55,815,2021-01-11,2022-08-25,2022-08-26,9740,cancelada
1327,1327,92,952,2024-05-14,2020-11-19,2021-09-28,4406,confirmada
1328,1328,98,155,2023-08-28,2022-11-12,2022-11-13,2690,pendiente
1329,1329,33,989,2021-11-12,2023-02-02,2023-02-03,5470,confirmada
1330,1330,43,188,2024-06-25,2020-10-05,2021-04-08,1399,pendiente
1331,1331,65,294,2021-08-28,2021-10-24,2021-10-25,3187,pendiente
1332,1332,40,55,2023-01-24,2022-04-06,2023-09-26,368,pendiente
1333,1333,72,540,2023-02-15,2020-11-26,2023-12-13,9732,pendiente
1334,1334,12,622,2020-09-30,2021-04-14,2021-04-15,8862,cancelada
1335,1335,31,282,2020-04-06,2022-07-30,2022-07-31,9089,confirmada
1336,1336,52,302,2023-02-21,2023-08-25,2024-02-26,4980,confirmada
1337,1337,55,878,2022-07-18,2020-10-23,2021-09-14,7200,cancelada
1338,1338,92,664,2023-04-05,2021-09-16,2021-10-13,2095,pendiente
1339,1339,78,510,2022-07-21,2024-05-12,2024-05-13,4125,confirmada
1340,1340,75,224,2023-03-02,2021-02-20,2021-02-21,7848,confirmada
1341,1341,76,922,2021-12-05,2020-01-02,2020-01-18,7559,cancelada
1342,1342,25,247,2022-02-16,2020-07-23,2021-02-05,7460,cancelada
1343,1343,15,41,2021-01-13,2022-07-30,2023-05-11,9242,confirmada
1344,1344,67,379,2024-06-20,2020-09-16,2020-09-17,5947,pendiente
1345,1345,25,983,2022-05-27,2024-03-24,2024-03-25,9994,pendiente
1346,1346,24,461,2020-10-10,2021-02-15,2021-12-15,8790,confirmada
1347,1347,26,599,2021-08-03,2023-07-15,2023-08-18,9289,confirmada
1348,1348,3,139,2021-04-22,2024-01-06,2024-01-07,6852,confirmada
1349,1349,48,792,2020-06-15,2022-08-09,2022-08-10,4200,confirmada
1350,1350,7,603,2020-06-27,2020-04-17,2022-09-29,719,pendiente
1351,1351,66,712,2022-11-10,2023-05-30,2023-05-31,4524,confirmada
1352,1352,80,21,2021-01-05,2023-03-15,2023-03-16,6356,cancelada
1353,1353,76,33,2021-07-23,2021-01-09,2021-01-10,1527,pendiente
1354,1354,91,452,2023-06-16,2022-11-06,2024-06-14,4802,cancelada
1355,1355,12,75,2020-01-28,2023-09-17,2023-09-18,9964,pendiente
1356,1356,80,382,2020-10-26,2020-03-03,2022-10-15,9687,cancelada
1357,1357,45,678,2022-07-17,2020-12-13,2024-03-09,9497,pendiente
1358,1358,65,427,2021-08-31,2021-06-29,2023-08-03,5611,pendiente
1359,1359,76,529,2022-05-03,2020-08-17,2022-02-13,73,confirmada
1360,1360,67,46,2021-10-11,2024-05-31,2024-06-01,6868,confirmada
1361,1361,31,452,2021-12-31,2021-02-10,2021-12-18,9950,pendiente
1362,1362,26,371,2020-10-16,2022-12-01,2022-12-02,3193,pendiente
1363,1363,32,349,2024-03-28,2022-12-12,2023-11-27,9070,cancelada
1364,1364,79,177,2023-01-07,2024-06-23,2024-06-24,9685,cancelada
1365,1365,65,938,2020-03-02,2021-11-11,2021-11-12,4832,pendiente
1366,1366,83,419,2023-07-07,2024-04-20,2024-04-21,1156,pendiente
1367,1367,44,122,2022-04-02,2020-08-06,2020-08-07,5164,cancelada
1368,1368,91,76,2021-10-01,2022-09-20,2022-12-30,4109,confirmada
1369,1369,63,648,2023-06-15,2024-07-02,2024-07-03,8097,confirmada
1370,1370,19,517,2021-10-17,2024-01-10,2024-01-11,2626,cancelada
1371,1371,11,131,2022-06-18,2021-09-03,2023-09-13,4773,confirmada
1372,1372,92,381,2020-10-25,2020-04-03,2023-12-21,6674,cancelada
1373,1373,79,196,2021-04-17,2022-04-27,2022-09-20,1047,pendiente
1374,1374,98,694,2020-12-11,2020-01-16,2022-09-22,977,cancelada
1375,1375,85,651,2021-07-18,2024-06-25,2024-06-26,7766,pendiente
1376,1376,57,405,2024-03-06,2020-04-11,2022-04-11,8002,pendiente
1377,1377,48,747,2020-02-25,2023-02-17,2024-06-13,5103,confirmada
1378,1378,2,833,2020-09-09,2022-11-21,2023-12-27,7142,confirmada
1379,1379,19,844,2020-06-22,2023-05-04,2023-05-05,5359,pendiente
1380,1380,25,44,2021-12-08,2024-03-06,2024-03-07,7223,confirmada
1381,1381,90,996,2021-04-24,2020-11-10,2020-11-11,6796,pendiente
1382,1382,62,212,2023-01-21,2021-10-27,2021-10-28,2050,pendiente
1383,1383,31,691,2023-05-21,2021-01-29,2024-01-21,7678,pendiente
1384,1384,34,736,2021-05-29,2023-04-19,2024-04-23,3715,pendiente
1385,1385,65,807,2022-08-25,2023-05-12,2023-05-13,3645,cancelada
1386,1386,76,33,2022-01-10,2022-09-11,2023-11-13,5567,confirmada
1387,1387,83,710,2020-10-03,2022-02-12,2022-02-13,1462,cancelada
1388,1388,96,673,2023-06-24,2021-11-18,2022-02-12,5934,pendiente
1389,1389,99,55,2023-09-24,2022-03-08,2022-03-09,9767,cancelada
1390,1390,34,108,2020-10-10,2020-01-08,2020-04-11,9331,confirmada
1391,1391,79,37,2022-02-22,2022-05-08,2023-07-18,664,confirmada
1392,1392,98,342,2023-03-29,2023-11-25,2023-12-24,1102,pendiente
1393,1393,84,955,2021-11-30,2024-03-24,2024-03-25,4436,pendiente
1394,1394,9,659,2023-08-03,2023-08-12,2023-08-13,5484,pendiente
1395,1395,13,153,2020-03-06,2022-07-14,2022-07-15,7459,confirmada
1396,1396,1,694,2020-04-25,2023-12-25,2023-12-26,6396,cancelada
1397,1397,50,283,2022-03-08,2020-09-02,2021-10-28,4359,pendiente
1398,1398,51,38,2020-09-20,2020-10-05,2021-04-12,49,pendiente
1399,1399,40,922,2023-06-24,2023-10-03,2023-10-04,905,pendiente
1400,1400,37,780,2021-11-15,2023-11-21,2023-11-22,5989,cancelada
1401,1401,68,971,2022-09-04,2024-04-05,2024-04-06,9727,confirmada
1402,1402,53,232,2020-11-04,2022-11-04,2023-05-26,1308,cancelada
1403,1403,34,103,2021-11-26,2022-01-15,2023-06-19,2512,confirmada
1404,1404,91,168,2024-05-21,2022-05-03,2023-07-13,8160,cancelada
1405,1405,49,25,2024-06-26,2022-11-10,2022-11-11,4205,pendiente
1406,1406,1,777,2022-09-04,2023-07-02,2024-07-05,1165,cancelada
1407,1407,85,438,2024-06-29,2022-01-23,2022-08-15,8916,cancelada
1408,1408,19,122,2021-04-14,2022-07-17,2022-09-29,3471,confirmada
1409,1409,41,562,2024-02-08,2024-06-29,2024-06-30,2151,pendiente
1410,1410,10,841,2021-02-27,2020-11-11,2020-11-12,6630,pendiente
1411,1411,14,363,2023-10-02,2020-10-06,2024-04-27,2257,pendiente
1412,1412,15,473,2022-09-25,2023-08-10,2024-02-14,6131,pendiente
1413,1413,23,944,2023-03-12,2024-05-19,2024-05-20,9294,confirmada
1414,1414,5,774,2023-01-20,2022-06-29,2022-07-27,4403,pendiente
1415,1415,43,512,2022-02-10,2023-12-02,2023-12-03,8399,pendiente
1416,1416,76,892,2020-07-20,2023-07-30,2023-07-31,6868,cancelada
1417,1417,35,482,2022-12-18,2021-08-12,2022-09-28,7977,confirmada
1418,1418,50,206,2021-06-23,2023-06-30,2023-07-01,4211,confirmada
1419,1419,25,326,2024-05-17,2020-08-18,2020-11-30,7281,cancelada
1420,1420,42,721,2022-11-21,2022-12-15,2022-12-16,8603,cancelada
1421,1421,89,184,2020-03-11,2024-04-26,2024-04-27,5573,pendiente
1422,1422,26,486,2021-12-05,2021-07-23,2022-05-26,7042,pendiente
1423,1423,31,198,2020-02-11,2021-01-17,2023-03-28,1926,confirmada
1424,1424,37,97,2024-01-07,2020-06-17,2021-03-02,7867,confirmada
1425,1425,50,696,2020-11-15,2020-10-11,2020-10-12,5765,pendiente
1426,1426,81,38,2021-10-09,2021-04-26,2021-07-10,955,confirmada
1427,1427,36,823,2023-06-09,2022-02-09,2024-01-17,9182,confirmada
1428,1428,1,749,2020-07-17,2020-01-28,2023-12-29,9492,confirmada
1429,1429,36,217,2020-10-11,2021-09-08,2022-10-11,6834,confirmada
1430,1430,53,67,2023-04-19,2024-05-19,2024-05-20,1076,confirmada
1431,1431,8,629,2020-03-30,2024-05-15,2024-05-16,7609,pendiente
1432,1432,58,444,2021-01-19,2023-05-27,2023-05-28,4549,cancelada
1433,1433,83,459,2023-04-26,2021-12-31,2023-01-07,6011,cancelada
1434,1434,52,888,2020-03-07,2021-11-18,2023-07-18,4175,cancelada
1435,1435,68,834,2023-04-14,2024-01-19,2024-01-20,5825,cancelada
1436,1436,19,683,2021-08-20,2023-06-06,2024-06-10,4705,confirmada
1437,1437,44,122,2024-01-14,2022-01-11,2022-02-06,4849,confirmada
1438,1438,65,904,2023-08-28,2024-03-08,2024-04-02,3797,pendiente
1439,1439,82,298,2024-04-03,2020-05-27,2022-12-31,3683,pendiente
1440,1440,99,302,2022-05-26,2022-02-11,2024-03-19,4604,pendiente
1441,1441,69,444,2022-06-30,2020-08-31,2021-07-28,6633,confirmada
1442,1442,83,302,2021-08-16,2023-11-16,2023-11-17,9311,confirmada
1443,1443,4,551,2020-03-12,2023-04-04,2023-04-05,8586,cancelada
1444,1444,12,970,2024-03-16,2020-03-09,2024-03-02,101,cancelada
1445,1445,50,549,2023-01-20,2022-02-19,2022-02-20,3900,pendiente
1446,1446,82,929,2021-02-27,2021-04-23,2022-02-13,4404,cancelada
1447,1447,89,441,2022-01-04,2021-09-21,2022-03-19,7484,confirmada
1448,1448,63,894,2020-01-29,2021-07-10,2024-03-23,2932,confirmada
1449,1449,86,776,2021-07-16,2020-01-22,2023-04-12,9859,confirmada
1450,1450,46,190,2022-07-28,2022-09-17,2022-09-18,7395,pendiente
1451,1451,84,285,2020-01-16,2021-01-30,2021-01-31,261,pendiente
1452,1452,26,471,2020-02-15,2022-12-23,2022-12-24,938,cancelada
1453,1453,79,116,2023-02-07,2020-10-21,2020-10-22,264,confirmada
1454,1454,9,632,2022-07-15,2024-06-10,2024-06-11,7271,cancelada
1455,1455,24,967,2020-10-08,2022-05-18,2023-07-24,966,confirmada
1456,1456,24,741,2023-07-24,2020-12-04,2020-12-05,5160,pendiente
1457,1457,63,897,2020-08-09,2021-05-31,2023-03-04,1225,pendiente
1458,1458,39,342,2021-02-23,2020-09-16,2020-09-17,2057,cancelada
1459,1459,33,624,2023-11-24,2023-03-03,2024-03-09,2233,cancelada
1460,1460,78,884,2024-07-02,2021-08-03,2021-08-04,1124,confirmada
1461,1461,71,233,2022-01-11,2021-06-20,2023-08-31,7143,confirmada
1462,1462,97,733,2020-09-17,2022-07-08,2023-12-22,7444,pendiente
1463,1463,63,651,2020-03-14,2023-09-08,2023-09-09,1646,pendiente
1464,1464,40,298,2023-03-24,2021-12-24,2021-12-25,4085,pendiente
1465,1465,7,345,2020-09-13,2024-01-21,2024-01-22,8824,cancelada
1466,1466,53,482,2021-12-01,2020-03-20,2023-04-29,9008,confirmada
1467,1467,55,606,2023-04-29,2024-04-09,2024-04-10,6730,pendiente
1468,1468,52,789,2022-04-12,2024-05-03,2024-05-04,7106,cancelada
1469,1469,89,521,2022-11-03,2023-06-16,2023-06-17,3996,pendiente
1470,1470,21,968,2021-10-30,2021-04-07,2022-10-06,4875,confirmada
1471,1471,100,331,2023-08-05,2023-02-02,2023-02-03,7490,pendiente
1472,1472,42,844,2020-06-30,2022-12-30,2022-12-31,5230,pendiente
1473,1473,17,998,2022-08-01,2020-11-14,2020-12-26,5623,pendiente
1474,1474,3,131,2021-01-04,2023-07-28,2023-07-29,6360,cancelada
1475,1475,93,641,2023-05-23,2022-02-03,2022-05-25,662,pendiente
1476,1476,70,595,2022-05-28,2022-07-02,2022-07-03,8778,confirmada
1477,1477,41,56,2023-11-24,2020-05-18,2023-08-29,1524,cancelada
1478,1478,12,530,2022-01-08,2024-04-11,2024-04-12,8672,confirmada
1479,1479,100,772,2024-03-19,2020-05-30,2021-06-26,3852,pendiente
1480,1480,48,534,2023-04-19,2022-07-18,2023-08-17,2350,cancelada
1481,1481,34,29,2023-09-27,2021-06-24,2021-08-28,1219,confirmada
1482,1482,59,574,2021-07-19,2020-10-28,2022-12-18,5402,confirmada
1483,1483,90,414,2024-04-14,2024-04-28,2024-04-29,4146,pendiente
1484,1484,80,342,2020-11-20,2020-02-28,2021-11-11,3382,pendiente
1485,1485,94,335,2021-05-12,2020-12-14,2021-12-10,5351,confirmada
1486,1486,39,933,2023-11-09,2021-12-11,2023-11-28,2066,cancelada
1487,1487,53,592,2020-10-31,2020-07-16,2020-12-15,1892,pendiente
1488,1488,45,112,2024-03-07,2022-06-12,2024-04-01,6221,cancelada
1489,1489,90,12,2020-02-09,2020-06-27,2021-01-15,3313,cancelada
1490,1490,83,189,2024-03-04,2023-11-17,2023-11-18,7027,cancelada
1491,1491,52,846,2020-01-24,2020-05-19,2022-01-04,8032,pendiente
1492,1492,42,497,2023-11-12,2024-01-02,2024-01-03,6386,pendiente
1493,1493,85,271,2020-04-05,2022-08-10,2023-10-05,1026,confirmada
1494,1494,50,726,2022-01-15,2024-04-28,2024-04-29,3673,confirmada
1495,1495,19,770,2020-10-20,2023-01-31,2023-09-19,2536,cancelada
1496,1496,29,572,2022-02-26,2024-06-23,2024-06-24,404,pendiente
1497,1497,71,350,2021-07-12,2024-06-12,2024-06-13,9989,confirmada
1498,1498,81,295,2023-05-06,2021-10-01,2023-05-12,5769,confirmada
1499,1499,49,73,2023-11-13,2023-11-11,2023-11-12,7396,pendiente
1500,1500,93,576,2024-05-03,2021-09-06,2022-10-18,5022,pendiente
1501,1501,59,738,2022-12-12,2020-07-03,2022-01-22,7681,pendiente
1502,1502,15,591,2022-07-03,2023-10-06,2024-05-21,9770,confirmada
1503,1503,28,460,2020-09-01,2021-03-10,2021-04-13,2873,cancelada
1504,1504,96,161,2024-06-08,2023-09-19,2023-09-20,8774,pendiente
1505,1505,23,425,2021-06-02,2023-01-28,2024-06-27,2657,pendiente
1506,1506,77,627,2021-11-24,2022-05-22,2022-05-23,2909,pendiente
1507,1507,83,360,2022-02-26,2022-08-06,2024-06-09,1675,pendiente
1508,1508,58,742,2023-11-01,2023-11-18,2023-11-19,3447,cancelada
1509,1509,15,852,2022-11-04,2023-10-01,2024-03-14,9921,confirmada
1510,1510,71,446,2022-09-15,2023-01-25,2023-01-26,4130,pendiente
1511,1511,76,197,2023-02-06,2024-06-23,2024-06-24,8594,pendiente
1512,1512,68,873,2023-03-04,2022-11-10,2023-01-08,3376,pendiente
1513,1513,12,720,2022-05-20,2020-08-07,2022-05-18,9154,cancelada
1514,1514,70,955,2023-10-12,2020-09-18,2022-04-17,8038,pendiente
1515,1515,45,861,2022-05-23,2023-06-28,2023-06-29,6792,confirmada
1516,1516,10,24,2024-01-21,2021-10-19,2024-02-10,3451,cancelada
1517,1517,84,118,2021-10-03,2024-06-16,2024-06-17,9367,pendiente
1518,1518,56,902,2024-01-11,2021-07-12,2021-07-13,1928,confirmada
1519,1519,11,807,2022-07-04,2020-06-22,2020-06-23,9316,cancelada
1520,1520,20,448,2023-09-18,2020-10-20,2020-10-21,7243,pendiente
1521,1521,80,700,2021-09-10,2021-08-05,2024-05-07,327,cancelada
1522,1522,67,766,2024-01-28,2021-10-29,2022-09-29,3100,confirmada
1523,1523,41,432,2024-06-03,2023-09-30,2023-10-01,5268,pendiente
1524,1524,26,202,2023-10-11,2021-01-10,2021-01-11,8889,confirmada
1525,1525,82,641,2024-02-25,2022-03-16,2022-03-17,9311,confirmada
1526,1526,34,94,2021-01-04,2022-11-20,2022-11-21,1231,confirmada
1527,1527,96,587,2024-06-30,2024-05-02,2024-05-03,7366,pendiente
1528,1528,25,912,2020-09-22,2020-04-13,2021-11-05,1470,confirmada
1529,1529,93,394,2023-10-09,2023-10-30,2023-10-31,7414,pendiente
1530,1530,54,256,2023-01-18,2020-08-31,2021-04-19,362,cancelada
1531,1531,73,713,2020-01-02,2021-09-13,2023-05-04,2241,pendiente
1532,1532,84,497,2020-07-11,2020-07-21,2021-09-29,245,pendiente
1533,1533,69,525,2020-12-20,2022-05-25,2022-05-26,9669,cancelada
1534,1534,60,423,2023-06-20,2022-08-04,2022-08-07,2759,cancelada
1535,1535,69,25,2023-03-02,2022-10-23,2022-10-24,1031,pendiente
1536,1536,21,297,2023-11-06,2024-05-24,2024-05-25,256,pendiente
1537,1537,70,57,2020-02-03,2021-03-02,2021-09-22,3105,cancelada
1538,1538,10,656,2023-12-09,2020-04-05,2020-04-06,1703,pendiente
1539,1539,52,607,2021-10-07,2023-06-26,2023-06-27,764,pendiente
1540,1540,95,358,2023-09-03,2024-02-02,2024-02-03,8294,pendiente
1541,1541,68,445,2021-01-07,2022-07-15,2022-07-16,8583,pendiente
1542,1542,21,757,2020-10-28,2021-09-12,2022-09-07,2264,pendiente
1543,1543,95,467,2023-08-14,2022-07-21,2022-07-22,6729,confirmada
1544,1544,27,657,2020-02-27,2022-06-17,2022-06-18,4012,pendiente
1545,1545,32,629,2022-02-26,2023-06-06,2023-06-07,1881,confirmada
1546,1546,82,141,2021-09-27,2020-07-02,2020-07-03,8894,pendiente
1547,1547,84,662,2023-10-23,2020-11-29,2023-05-18,4498,confirmada
1548,1548,99,168,2020-12-09,2021-08-02,2022-11-19,7785,confirmada
1549,1549,46,902,2020-03-16,2022-07-25,2022-08-18,7204,pendiente
1550,1550,64,807,2021-04-28,2022-04-05,2022-04-06,4789,pendiente
1551,1551,25,716,2020-08-18,2024-04-19,2024-04-20,6622,confirmada
1552,1552,84,509,2020-07-31,2020-09-20,2023-05-28,7282,cancelada
1553,1553,54,378,2022-10-01,2024-02-19,2024-02-20,8978,confirmada
1554,1554,77,441,2022-01-01,2022-12-14,2022-12-15,9583,cancelada
1555,1555,77,642,2021-05-11,2020-10-19,2023-11-04,3889,confirmada
1556,1556,21,890,2021-04-17,2021-01-12,2022-03-19,8889,pendiente
1557,1557,1,146,2021-05-16,2021-03-05,2022-04-22,6665,pendiente
1558,1558,39,369,2021-09-17,2021-05-13,2021-06-26,5496,pendiente
1559,1559,43,758,2020-11-15,2023-11-15,2023-11-16,742,pendiente
1560,1560,48,166,2021-05-08,2022-05-24,2022-05-25,2922,pendiente
1561,1561,60,729,2020-11-05,2020-07-17,2023-08-21,3664,cancelada
1562,1562,60,925,2022-05-09,2024-04-29,2024-04-30,3838,cancelada
1563,1563,54,135,2020-06-14,2021-10-09,2021-10-10,9782,confirmada
1564,1564,75,172,2023-09-18,2021-08-11,2023-08-17,6349,cancelada
1565,1565,92,211,2021-05-28,2021-10-12,2021-10-13,5170,confirmada
1566,1566,10,856,2021-06-13,2021-01-03,2021-04-30,434,pendiente
1567,1567,74,278,2022-06-30,2022-04-30,2022-05-01,8801,cancelada
1568,1568,61,496,2021-04-23,2022-12-24,2022-12-25,1237,confirmada
1569,1569,72,651,2022-11-30,2023-09-06,2024-01-26,8580,confirmada
1570,1570,72,507,2021-09-07,2020-06-24,2020-11-23,5033,pendiente
1571,1571,69,281,2020-04-30,2022-07-06,2022-07-07,8420,cancelada
1572,1572,27,337,2023-03-06,2020-01-22,2022-07-04,7288,pendiente
1573,1573,7,419,2021-11-24,2020-12-01,2021-10-18,8785,cancelada
1574,1574,3,785,2022-07-11,2022-03-04,2023-01-03,5075,confirmada
1575,1575,1,392,2023-04-04,2020-03-06,2021-09-02,1169,confirmada
1576,1576,82,750,2020-01-30,2021-06-30,2021-07-01,4203,pendiente
1577,1577,23,645,2022-06-09,2021-01-09,2022-04-26,8441,confirmada
1578,1578,93,924,2023-11-26,2023-10-31,2023-11-01,7186,confirmada
1579,1579,20,339,2021-01-23,2023-07-27,2023-07-28,1586,pendiente
1580,1580,44,854,2020-11-08,2023-08-18,2023-10-10,6631,pendiente
1581,1581,76,168,2021-02-19,2020-10-14,2021-05-28,21,pendiente
1582,1582,86,609,2024-05-22,2024-02-15,2024-02-16,8643,pendiente
1583,1583,92,620,2021-09-30,2024-01-17,2024-01-18,8337,cancelada
1584,1584,57,576,2020-06-23,2023-12-06,2023-12-07,6354,pendiente
1585,1585,71,966,2022-11-15,2023-04-11,2023-05-20,1956,cancelada
1586,1586,24,807,2020-02-18,2022-09-20,2022-09-21,5874,cancelada
1587,1587,72,30,2020-10-05,2022-04-28,2022-04-29,2746,cancelada
1588,1588,85,302,2021-06-13,2022-04-08,2024-01-09,4250,cancelada
1589,1589,26,738,2022-11-22,2022-06-14,2023-11-15,9495,pendiente
1590,1590,18,632,2020-03-04,2021-11-03,2021-11-04,6184,pendiente
1591,1591,95,747,2022-10-16,2020-08-08,2021-03-14,3236,pendiente
1592,1592,84,583,2020-01-29,2024-04-04,2024-04-05,3108,confirmada
1593,1593,58,834,2023-03-31,2023-06-29,2023-06-30,8194,confirmada
1594,1594,29,732,2022-03-21,2024-05-05,2024-05-06,7925,confirmada
1595,1595,58,764,2023-07-11,2021-09-14,2024-04-13,8022,confirmada
1596,1596,83,639,2022-01-03,2022-07-18,2024-05-16,1512,pendiente
1597,1597,43,819,2023-03-10,2020-08-05,2023-12-19,5043,confirmada
1598,1598,17,213,2020-08-23,2022-02-17,2023-01-07,4457,confirmada
1599,1599,54,563,2021-03-29,2020-10-07,2023-11-11,3049,cancelada
1600,1600,12,144,2023-07-20,2020-04-29,2023-10-16,756,pendiente
1601,1601,66,733,2023-12-01,2023-08-07,2023-08-08,303,cancelada
1602,1602,55,605,2020-08-12,2021-10-04,2023-12-20,8235,confirmada
1603,1603,48,183,2022-07-20,2021-04-05,2021-05-31,7505,cancelada
1604,1604,8,816,2020-11-29,2022-09-16,2022-09-17,2177,pendiente
1605,1605,19,535,2024-03-07,2020-05-11,2021-05-29,1290,pendiente
1606,1606,97,642,2024-05-05,2021-09-25,2023-08-10,7371,pendiente
1607,1607,80,263,2020-09-27,2023-06-14,2023-06-15,8119,pendiente
1608,1608,76,305,2021-09-10,2020-03-20,2023-02-25,8567,pendiente
1609,1609,69,507,2021-02-04,2022-07-09,2024-02-26,8882,pendiente
1610,1610,71,480,2020-06-17,2022-11-13,2022-11-14,8626,cancelada
1611,1611,20,207,2023-03-31,2022-05-04,2022-05-05,1848,confirmada
1612,1612,77,863,2020-08-02,2022-03-30,2022-03-31,7355,cancelada
1613,1613,100,10,2021-11-21,2022-11-08,2024-03-25,4289,pendiente
1614,1614,74,953,2021-10-11,2020-06-07,2023-12-25,1499,confirmada
1615,1615,46,354,2023-02-17,2020-08-04,2020-09-26,8633,pendiente
1616,1616,48,131,2023-10-12,2021-05-05,2021-05-06,6704,cancelada
1617,1617,23,806,2020-10-04,2020-03-22,2022-11-25,6948,pendiente
1618,1618,78,385,2020-03-22,2021-06-03,2021-06-04,8820,pendiente
1619,1619,69,726,2024-05-03,2020-09-11,2020-09-12,2614,confirmada
1620,1620,35,447,2024-06-06,2022-10-19,2022-10-20,3584,cancelada
1621,1621,21,305,2024-04-08,2020-03-17,2020-06-08,3981,cancelada
1622,1622,3,566,2022-04-11,2021-04-28,2021-04-29,3879,cancelada
1623,1623,1,106,2022-03-13,2021-04-08,2022-12-23,3390,cancelada
1624,1624,23,307,2020-05-15,2023-02-27,2023-02-28,7337,cancelada
1625,1625,84,979,2021-12-12,2022-02-26,2022-02-27,2103,pendiente
1626,1626,78,615,2021-08-25,2022-11-30,2022-12-17,7676,pendiente
1627,1627,95,477,2023-09-17,2021-08-30,2021-08-31,3722,cancelada
1628,1628,74,916,2021-06-05,2021-02-12,2023-11-26,799,pendiente
1629,1629,1,414,2023-12-19,2023-04-07,2023-04-08,588,cancelada
1630,1630,60,74,2023-08-28,2024-01-13,2024-01-14,8980,pendiente
1631,1631,43,362,2020-12-03,2022-06-21,2022-08-23,9713,pendiente
1632,1632,95,326,2021-04-09,2024-05-24,2024-05-25,5478,cancelada
1633,1633,37,718,2023-07-10,2020-09-16,2022-02-04,6682,pendiente
1634,1634,51,449,2022-05-19,2022-01-08,2022-07-15,7297,confirmada
1635,1635,99,661,2020-05-02,2020-05-24,2021-07-11,8601,confirmada
1636,1636,80,818,2023-11-06,2022-07-30,2023-10-12,2090,cancelada
1637,1637,44,739,2021-08-13,2022-08-16,2022-08-17,6688,cancelada
1638,1638,31,480,2023-11-02,2021-12-08,2024-03-17,1663,cancelada
1639,1639,22,225,2022-06-30,2024-05-24,2024-05-25,775,pendiente
1640,1640,66,534,2021-02-24,2020-09-15,2023-10-04,2449,confirmada
1641,1641,64,998,2021-02-23,2020-03-13,2022-06-14,9358,cancelada
1642,1642,77,791,2023-01-29,2021-07-29,2022-11-28,8543,pendiente
1643,1643,28,499,2021-11-24,2020-12-22,2024-02-06,8258,cancelada
1644,1644,35,403,2024-03-03,2024-04-16,2024-04-17,8359,pendiente
1645,1645,64,399,2023-04-16,2021-12-01,2021-12-02,1966,confirmada
1646,1646,35,905,2024-01-29,2022-09-30,2022-10-01,4808,pendiente
1647,1647,62,45,2020-12-03,2023-06-15,2023-06-16,4005,cancelada
1648,1648,40,868,2020-05-30,2020-04-16,2024-04-19,7953,cancelada
1649,1649,25,757,2023-12-16,2020-12-30,2021-09-18,459,confirmada
1650,1650,7,85,2022-12-05,2021-03-18,2023-07-20,8186,pendiente
1651,1651,10,776,2023-03-08,2020-06-20,2021-12-19,1800,confirmada
1652,1652,65,457,2023-08-28,2023-01-18,2023-01-19,8138,confirmada
1653,1653,99,416,2022-08-14,2021-10-25,2022-06-19,7260,pendiente
1654,1654,29,504,2021-01-31,2022-06-29,2023-02-27,6835,confirmada
1655,1655,68,82,2022-07-15,2023-04-10,2023-04-11,4963,cancelada
1656,1656,34,240,2021-02-28,2023-10-17,2023-10-18,8487,confirmada
1657,1657,14,980,2023-10-28,2023-05-08,2023-05-09,7661,pendiente
1658,1658,93,80,2021-05-22,2023-05-01,2023-05-02,3523,pendiente
1659,1659,33,839,2021-05-22,2020-12-23,2020-12-24,1766,pendiente
1660,1660,17,491,2021-09-12,2020-06-11,2023-09-12,5980,confirmada
1661,1661,49,3,2024-06-19,2022-12-16,2022-12-17,8050,pendiente
1662,1662,61,134,2021-04-25,2020-09-24,2020-09-25,7941,pendiente
1663,1663,66,986,2022-01-24,2021-11-12,2023-03-11,2605,confirmada
